nb,Param,Instance,solution,time
30;1;1;43;18.0524
30;1;2;47;25.7973
30;1;3;47;20.4593
30;1;4;62;158.748
30;1;5;39;35.3795
30;1;6;48;30.0998
30;1;7;60;7.7279
30;1;8;53;14.3375
30;1;9;49;52.9806
30;1;10;45;32.2634
30;2;1;38;20.6359
30;2;2;51;8.40673
30;2;3;43;1.41037
30;2;4;43;4.29365
30;2;5;51;2.75541
30;2;6;47;3.08175
30;2;7;47;5.5961
30;2;8;54;128.171
30;2;9;54;26.8537
30;2;10;43;13.2985
30;3;1;72;4.62685
30;3;2;40;9.56154
30;3;3;57;2.39705
30;3;4;98;5.01648
30;3;5;53;8.93909
30;3;6;54;2.72079
30;3;7;48;3.15913
30;3;8;54;1.912
30;3;9;65;16.9914
30;3;10;59;8.58611
30;4;1;49;2.44084
30;4;2;60;2.7454
30;4;3;47;5.71339
30;4;4;57;4.02551
30;4;5;59;6.43425
30;4;6;45;1.94343
30;4;7;56;6.01287
30;4;8;55;2.1769
30;4;9;38;4.5605
30;4;10;48;5.35165
30;5;1;53;1838.33
30;5;2;83;1873.65
30;5;3;83;1832.51
30;5;4;65;1854.86
30;5;5;80;1840.29
30;5;6;69;1848.44
30;5;7;78;1841.14
30;5;8;72;1842.57
30;5;9;49;1837.55
30;5;10;74;1837.95
30;6;1;59;995.823
30;6;2;52;1834.62
30;6;3;48;101.242
30;6;4;44;1843.36
30;6;5;67;259.965
30;6;6;37;99.1792
30;6;7;46;75.6426
30;6;8;39;859.959
30;6;9;51;209.469
30;6;10;61;632.443
30;7;1;55;49.6313
30;7;2;42;48.6557
30;7;3;42;53.4267
30;7;4;44;65.0407
30;7;5;44;60.339
30;7;6;35;34.1688
30;7;7;50;59.0391
30;7;8;44;122.595
30;7;9;60;276.895
30;7;10;49;128.232
30;8;1;44;24.9711
30;8;2;51;18.6082
30;8;3;53;19.0895
30;8;4;48;30.6242
30;8;5;58;33.8552
30;8;6;47;16.7047
30;8;7;41;11.3526
30;8;8;51;39.883
30;8;9;39;19.0232
30;8;10;67;40.0123
30;9;1;102;1823
30;9;2;112;1825.38
30;9;3;92;1824.09
30;9;4;97;1825.59
30;9;5;81;1823.53
30;9;6;79;1824.28
30;9;7;89;1822
30;9;8;133;1826.18
30;9;9;89;1821.49
30;9;10;105;1828.94
30;10;1;42;447.396
30;10;2;59;1820.02
30;10;3;64;1819.76
30;10;4;60;1832.67
30;10;5;46;1836.32
30;10;6;48;1823.49
30;10;7;49;1485.33
30;10;8;55;1822.31
30;10;9;49;171.455
30;10;10;42;1827.75
30;11;1;54;1819.81
30;11;2;56;182.756
30;11;3;81;258.374
30;11;4;63;1824.11
30;11;5;50;1829.19
30;11;6;44;228.503
30;11;7;36;1827.53
30;11;8;62;223.404
30;11;9;67;301.771
30;11;10;38;212.067
30;12;1;47;92.9668
30;12;2;46;140.618
30;12;3;37;71.8556
30;12;4;63;62.5401
30;12;5;47;42.2648
30;12;6;53;143.404
30;12;7;55;121.529
30;12;8;35;30.2121
30;12;9;52;106.087
30;12;10;57;64.2223
30;13;1;87;1813.01
30;13;2;87;1815.55
30;13;3;120;1816.19
30;13;4;97;1815.86
30;13;5;97;1812.79
30;13;6;100;1814.27
30;13;7;119;1814.45
30;13;8;164;1815.74
30;13;9;102;1811.66
30;13;10;84;1815.15
30;14;1;52;1818.99
30;14;2;72;1816.95
30;14;3;65;1818.58
30;14;4;60;1817.16
30;14;5;54;1815.89
30;14;6;36;1822.98
30;14;7;55;1816.75
30;14;8;54;512.497
30;14;9;54;1820.16
30;14;10;62;1811.11
30;15;1;46;603.077
30;15;2;47;150.197
30;15;3;48;538.455
30;15;4;48;121.488
30;15;5;62;1817.71
30;15;6;67;968.501
30;15;7;47;1442.39
30;15;8;50;1157.25
30;15;9;54;981.715
30;15;10;65;318.63
30;16;1;51;284.7
30;16;2;48;183.58
30;16;3;36;63.6139
30;16;4;47;56.2247
30;16;5;51;103.994
30;16;6;51;75.1304
30;16;7;34;105.883
30;16;8;44;55.0163
30;16;9;44;115.877
30;16;10;51;193.05
30;17;1;64;170.227
30;17;2;68;6.26177
30;17;3;60;3.12825
30;17;4;49;17.8559
30;17;5;47;44.3285
30;17;6;63;9.83674
30;17;7;57;5.69208
30;17;8;61;19.4115
30;17;9;48;27.049
30;17;10;66;1.63437
30;18;1;53;8.29108
30;18;2;55;6.35809
30;18;3;56;7.96827
30;18;4;70;8.06043
30;18;5;52;11.4044
30;18;6;62;14.3525
30;18;7;48;10.7037
30;18;8;52;5.47468
30;18;9;47;11.6424
30;18;10;49;23.6255
30;19;1;40;5.56487
30;19;2;58;2.57148
30;19;3;83;4.73303
30;19;4;39;2.56405
30;19;5;48;12.1986
30;19;6;49;5.09687
30;19;7;57;6.19743
30;19;8;55;4.93398
30;19;9;38;3.48275
30;19;10;47;6.14682
30;20;1;57;2.53504
30;20;2;70;5.68978
30;20;3;49;1.06127
30;20;4;43;2.25436
30;20;5;61;8.07267
30;20;6;51;1.40959
30;20;7;42;1.92429
30;20;8;51;1.52758
30;20;9;41;1.21318
30;20;10;37;1.08301
30;21;1;86;1840.53
30;21;2;59;1831.25
30;21;3;76;1830.89
30;21;4;73;1843.5
30;21;5;61;1846.23
30;21;6;78;1847.52
30;21;7;65;1847.52
30;21;8;69;1832.03
30;21;9;70;1838.71
30;21;10;69;1823.71
30;22;1;42;53.8397
30;22;2;45;53.5264
30;22;3;63;42.3791
30;22;4;42;41.0498
30;22;5;52;504.526
30;22;6;52;697.343
30;22;7;60;717
30;22;8;55;1834.4
30;22;9;76;39.0726
30;22;10;55;343.565
30;23;1;63;23.1706
30;23;2;53;42.1303
30;23;3;46;51.9563
30;23;4;65;44.9359
30;23;5;52;47.9721
30;23;6;48;46.6488
30;23;7;60;54.3309
30;23;8;48;63.1636
30;23;9;63;71.1381
30;23;10;61;36.9081
30;24;1;53;28.2879
30;24;2;58;27.8482
30;24;3;69;23.0763
30;24;4;53;10.5961
30;24;5;51;27.0118
30;24;6;56;22.8796
30;24;7;44;40.5953
30;24;8;38;13.6538
30;24;9;43;4.68719
30;24;10;53;19.3054
30;25;1;108;1827.53
30;25;2;88;1825.46
30;25;3;105;1825.82
30;25;4;106;1828.87
30;25;5;86;1826.26
30;25;6;72;1820.41
30;25;7;108;1822.54
30;25;8;92;1823.16
30;25;9;90;1819.68
30;25;10;63;1829.29
30;26;1;59;1482.96
30;26;2;40;142.06
30;26;3;58;305.938
30;26;4;62;405.303
30;26;5;74;1815.55
30;26;6;54;1827.89
30;26;7;56;218.22
30;26;8;66;1818.67
30;26;9;45;1824.53
30;26;10;51;1832.25
30;27;1;43;212.47
30;27;2;58;139.013
30;27;3;60;78.9268
30;27;4;64;110.43
30;27;5;49;236.972
30;27;6;59;98.7361
30;27;7;49;175.174
30;27;8;66;134.696
30;27;9;55;122.53
30;27;10;62;66.7521
30;28;1;69;117.416
30;28;2;57;45.7543
30;28;3;40;163.285
30;28;4;49;66.9524
30;28;5;73;38.1749
30;28;6;55;119.601
30;28;7;48;24.2164
30;28;8;53;98.4949
30;28;9;62;112.968
30;28;10;59;29.6835
30;29;1;119;1819.65
30;29;2;137;1816.36
30;29;3;98;1816.5
30;29;4;138;1818.72
30;29;5;128;1820.05
30;29;6;118;1817.1
30;29;7;94;1820.09
30;29;8;119;1814.14
30;29;9;136;1816.14
30;29;10;99;1814.03
30;30;1;59;1814.77
30;30;2;75;1816.02
30;30;3;60;1815.23
30;30;4;56;1812.03
30;30;5;56;1812.68
30;30;6;72;1815.39
30;30;7;71;1814.22
30;30;8;49;1817.46
30;30;9;48;1814.18
30;30;10;54;1828.42
30;31;1;43;276.97
30;31;2;63;78.2509
30;31;3;58;126.906
30;31;4;50;162.883
30;31;5;52;1277.52
30;31;6;53;175.278
30;31;7;61;290.045
30;31;8;58;402.651
30;31;9;55;1815.64
30;31;10;56;1821.37
30;32;1;61;98.0149
30;32;2;60;141.234
30;32;3;57;136.172
30;32;4;68;160.838
30;32;5;54;84.2671
30;32;6;44;141.085
30;32;7;35;69.8868
30;32;8;54;90.8737
30;32;9;65;77.1654
30;32;10;51;97.5005
30;33;1;65;11.868
30;33;2;60;8.85873
30;33;3;55;7.85885
30;33;4;77;7.96465
30;33;5;53;14.9855
30;33;6;59;6.85771
30;33;7;58;5.6695
30;33;8;61;19.978
30;33;9;65;17.7154
30;33;10;53;6.43474
30;34;1;68;12.6351
30;34;2;44;8.09392
30;34;3;69;10.0568
30;34;4;67;7.90392
30;34;5;63;6.77212
30;34;6;52;5.54108
30;34;7;58;7.43518
30;34;8;58;11.0063
30;34;9;60;6.39284
30;34;10;47;1.35579
30;35;1;57;2.83146
30;35;2;53;3.01464
30;35;3;60;2.26156
30;35;4;50;6.95131
30;35;5;60;3.6486
30;35;6;58;6.86717
30;35;7;61;10.9852
30;35;8;63;3.5605
30;35;9;59;4.31445
30;35;10;59;7.74721
30;36;1;66;2.49365
30;36;2;44;3.21094
30;36;3;61;1.72415
30;36;4;59;2.45988
30;36;5;64;2.96864
30;36;6;46;3.29362
30;36;7;56;1.19708
30;36;8;63;2.66054
30;36;9;59;3.25045
30;36;10;59;2.26044
30;37;1;79;1838.48
30;37;2;69;1852.24
30;37;3;81;1840.62
30;37;4;83;1847.24
30;37;5;80;687.538
30;37;6;73;857.508
30;37;7;95;1854.21
30;37;8;72;1823.29
30;37;9;57;1538.09
30;37;10;81;1841.75
30;38;1;48;45.3634
30;38;2;54;53.9227
30;38;3;59;87.0227
30;38;4;59;63.3692
30;38;5;71;163.612
30;38;6;63;67.2939
30;38;7;65;125.61
30;38;8;61;60.1149
30;38;9;63;1006.89
30;38;10;60;66.3321
30;39;1;55;21.0572
30;39;2;54;29.3652
30;39;3;54;50.4017
30;39;4;53;43.3945
30;39;5;55;19.8462
30;39;6;69;18.7125
30;39;7;56;57.0649
30;39;8;67;28.1834
30;39;9;64;41.4853
30;39;10;60;109.126
30;40;1;51;26.6122
30;40;2;56;11.3796
30;40;3;57;16.3342
30;40;4;57;29.9753
30;40;5;65;10.4033
30;40;6;60;16.8837
30;40;7;46;15.3415
30;40;8;57;32.809
30;40;9;64;13.0956
30;40;10;51;10.1162
30;41;1;90;1822.13
30;41;2;97;1822.5
30;41;3;101;1825.72
30;41;4;83;1822.09
30;41;5;109;1820.32
30;41;6;111;1821.36
30;41;7;104;1824.36
30;41;8;100;1828.43
30;41;9;100;1824.52
