nb,Param,Instance,solution,time
30;1;1;56;0.000414
30;1;2;57;0.000342
30;1;3;61;0.00034
30;1;4;77;0.000405
30;1;5;41;0.000304
30;1;6;55;0.000344
30;1;7;65;0.000337
30;1;8;68;0.000348
30;1;9;53;0.000352
30;1;10;43;0.000329
30;2;1;41;0.000314
30;2;2;58;0.000369
30;2;3;43;0.00035
30;2;4;49;0.000351
30;2;5;63;0.000362
30;2;6;48;0.000353
30;2;7;58;0.000338
30;2;8;58;0.000339
30;2;9;60;0.000378
30;2;10;53;0.000372
30;3;1;74;0.000464
30;3;2;35;0.000324
30;3;3;67;0.000373
30;3;4;108;0.000439
30;3;5;49;0.000399
30;3;6;56;0.000343
30;3;7;50;0.00034
30;3;8;50;0.000335
30;3;9;73;0.000354
30;3;10;63;0.00038
30;4;1;50;0.000355
30;4;2;60;0.000349
30;4;3;48;0.000329
30;4;4;58;0.000417
30;4;5;52;0.000345
30;4;6;45;0.000329
30;4;7;57;0.000369
30;4;8;55;0.000402
30;4;9;39;0.000318
30;4;10;48;0.000327
30;5;1;71;0.000404
30;5;2;99;0.000422
30;5;3;104;0.000441
30;5;4;80;0.000475
30;5;5;98;0.00039
30;5;6;84;0.000481
30;5;7;91;0.000432
30;5;8;82;0.000474
30;5;9;57;0.000354
30;5;10;96;0.000442
30;6;1;76;0.000385
30;6;2;68;0.000369
30;6;3;50;0.000378
30;6;4;49;0.000355
30;6;5;80;0.000447
30;6;6;42;0.000329
30;6;7;65;0.000366
30;6;8;48;0.000353
30;6;9;63;0.000372
30;6;10;73;0.000402
30;7;1;56;0.000336
30;7;2;48;0.000361
30;7;3;49;0.000324
30;7;4;50;0.000349
30;7;5;50;0.000398
30;7;6;41;0.000299
30;7;7;55;0.000335
30;7;8;48;0.000335
30;7;9;71;0.000349
30;7;10;58;0.000371
30;8;1;48;0.000327
30;8;2;51;0.000423
30;8;3;54;0.000348
30;8;4;50;0.000315
30;8;5;60;0.00037
30;8;6;48;0.000359
30;8;7;41;0.000318
30;8;8;52;0.000316
30;8;9;40;0.000373
30;8;10;68;0.000364
30;9;1;116;0.000428
30;9;2;130;0.000443
30;9;3;107;0.000434
30;9;4;95;0.000417
30;9;5;105;0.000369
30;9;6;90;0.000443
30;9;7;82;0.000457
30;9;8;119;0.000549
30;9;9;97;0.000422
30;9;10;127;0.000542
30;10;1;49;0.00036
30;10;2;68;0.000399
30;10;3;79;0.000412
30;10;4;74;0.000482
30;10;5;58;0.000359
30;10;6;55;0.000383
30;10;7;52;0.000411
30;10;8;67;0.000386
30;10;9;57;0.000345
30;10;10;51;0.000388
30;11;1;70;0.000368
30;11;2;68;0.000386
30;11;3;85;0.00037
30;11;4;69;0.000433
30;11;5;68;0.000395
30;11;6;53;0.000371
30;11;7;39;0.000364
30;11;8;81;0.000395
30;11;9;81;0.000358
30;11;10;43;0.000348
30;12;1;49;0.00037
30;12;2;49;0.000341
30;12;3;38;0.000331
30;12;4;63;0.000397
30;12;5;48;0.000358
30;12;6;56;0.000335
30;12;7;58;0.000403
30;12;8;32;0.000333
30;12;9;54;0.000371
30;12;10;59;0.000376
30;13;1;75;0.000466
30;13;2;82;0.000465
30;13;3;104;0.000511
30;13;4;105;0.000428
30;13;5;93;0.000453
30;13;6;95;0.000463
30;13;7;116;0.000427
30;13;8;126;0.000515
30;13;9;97;0.000464
30;13;10;94;0.000389
30;14;1;63;0.000363
30;14;2;69;0.000383
30;14;3;83;0.000402
30;14;4;67;0.000352
30;14;5;73;0.000385
30;14;6;46;0.000339
30;14;7;69;0.000396
30;14;8;68;0.000395
30;14;9;67;0.000355
30;14;10;71;0.000384
30;15;1;53;0.000331
30;15;2;47;0.00035
30;15;3;58;0.000333
30;15;4;52;0.000351
30;15;5;71;0.000411
30;15;6;79;0.000374
30;15;7;54;0.000342
30;15;8;55;0.00035
30;15;9;60;0.000347
30;15;10;70;0.000376
30;16;1;55;0.000338
30;16;2;50;0.000364
30;16;3;31;0.000325
30;16;4;47;0.000323
30;16;5;53;0.000374
30;16;6;52;0.00033
30;16;7;32;0.000324
30;16;8;45;0.000313
30;16;9;42;0.000363
30;16;10;53;0.00032
30;17;1;63;0.000498
30;17;2;68;0.000576
30;17;3;70;0.000491
30;17;4;59;0.00049
30;17;5;56;0.000509
30;17;6;76;0.000463
30;17;7;65;0.00045
30;17;8;63;0.000468
30;17;9;54;0.000491
30;17;10;81;0.000541
30;18;1;56;0.000481
30;18;2;56;0.000568
30;18;3;65;0.000505
30;18;4;72;0.000589
30;18;5;54;0.000526
30;18;6;69;0.000486
30;18;7;57;0.000597
30;18;8;66;0.000467
30;18;9;47;0.000513
30;18;10;54;0.000421
30;19;1;43;0.000406
30;19;2;58;0.000454
30;19;3;84;0.0005
30;19;4;39;0.000409
30;19;5;46;0.000484
30;19;6;38;0.000484
30;19;7;60;0.00042
30;19;8;59;0.000425
30;19;9;39;0.000407
30;19;10;48;0.000414
30;20;1;57;0.000439
