nb;Param;Instance;solution;time
30;13;3;45;1.35398
30;13;4;50;1.2436
30;13;5;43;1.40082
30;13;6;44;1.36427
30;13;7;50;1.29928
30;13;8;48;1.40622
30;13;9;51;1.25744
30;13;10;52;1.36361
30;14;1;43;9.15606
30;14;2;44;1.27299
30;14;3;58;1.28242
30;14;4;45;1.27277
30;14;5;50;1.22392
30;14;6;34;1.36197
30;14;7;47;1.26779
30;14;8;54;1.37875
30;14;9;44;1.29618
30;14;10;58;1.27957
30;15;1;46;1.34555
30;15;2;47;1.56231
30;15;3;48;1.24891
30;15;4;48;1.41393
30;15;5;56;1.24116
30;15;6;67;1.28285
30;15;7;47;1.2247
30;15;8;46;1.18643
30;15;9;54;1.24882
30;15;10;65;7.50063
30;16;1;51;1.32786
30;16;2;48;1.39876
30;16;3;36;1.51005
30;16;4;47;1.14549
30;16;5;51;1.19539
30;16;6;51;1.51744
30;16;7;34;1.35929
30;16;8;44;1.51632
30;16;9;44;1.19621
30;16;10;51;1.55319
30;17;1;45;1.23756
30;17;2;59;0.961666
30;17;3;60;0.937332
30;17;4;42;1.02808
30;17;5;35;1.01885
30;17;6;63;0.85046
30;17;7;50;1.02234
30;17;8;53;1.01436
30;17;9;44;0.937401
30;17;10;66;1.02969
30;18;1;47;0.926485
30;18;2;52;0.771565
30;18;3;53;0.640952
30;18;4;67;1.04144
30;18;5;50;0.886825
30;18;6;53;1.02663
30;18;7;46;0.753926
30;18;8;49;0.844185
30;18;9;44;1.04053
30;18;10;41;1.04579
30;19;1;39;1.10136
30;19;2;58;1.18696
30;19;3;83;0.972735
30;19;4;39;1.07744
30;19;5;47;1.04059
30;19;6;44;0.816034
30;19;7;54;1.26864
30;19;8;55;0.969518
30;19;9;38;1.08321
30;19;10;44;1.00677
30;20;1;57;0.981013
30;20;2;70;1.14295
30;20;3;49;1.05359
30;20;4;43;1.10857
30;20;5;61;0.77434
30;20;6;51;0.899775
30;20;7;42;0.994555
30;20;8;51;0.918454
30;20;9;41;0.910068
30;20;10;37;0.847142
30;21;1;60;1.16139
30;21;2;42;1.89216
30;21;3;60;1.50549
30;21;4;52;1.29679
30;21;5;43;1.88882
30;21;6;53;1.79408
30;21;7;53;1.7765
30;21;8;48;1.52963
30;21;9;43;1.42446
30;21;10;54;2.08202
30;22;1;40;1.58312
30;22;2;42;1.40251
30;22;3;61;1.59612
30;22;4;40;1.81963
30;22;5;46;2.1315
30;22;6;45;2.14409
30;22;7;55;1.67475
30;22;8;50;2.25283
30;22;9;72;1.66953
30;22;10;52;2.45683
30;23;1;63;1.54767
30;23;2;53;2.04855
30;23;3;46;1.67267
30;23;4;63;1.38965
30;23;5;48;1.68208
30;23;6;47;1.39058
30;23;7;58;1.52247
30;23;8;48;2.87601
30;23;9;58;1.44961
30;23;10;61;2.30933
30;24;1;53;1.34364
30;24;2;58;1.7925
30;24;3;69;1.52909
30;24;4;53;1.76406
30;24;5;51;2.71212
30;24;6;56;2.60851
30;24;7;44;1.90512
30;24;8;38;2.83091
30;24;9;43;1.96077
30;24;10;53;1.8249
30;25;1;63;3.62061
30;25;2;43;0.830352
30;25;3;44;3.49986
30;25;4;48;4.72112
30;25;5;45;2.18885
30;25;6;41;2.46488
30;25;7;59;0.863288
30;25;8;38;4.23906
30;25;9;50;0.857832
30;25;10;47;0.868733
30;26;1;59;0.824973
30;26;2;40;3.1098
30;26;3;58;0.927595
30;26;4;62;3.91603
30;26;5;64;0.974374
30;26;6;49;0.807415
30;26;7;56;0.925855
30;26;8;63;2.54497
30;26;9;41;3.52938
30;26;10;47;3.1007
30;27;1;43;3.17537
30;27;2;58;2.7086
30;27;3;60;0.991013
30;27;4;64;0.802983
30;27;5;49;1.62422
30;27;6;59;0.817325
30;27;7;46;2.42246
30;27;8;66;0.874183
30;27;9;55;1.99366
30;27;10;62;0.955101
30;28;1;69;0.913801
30;28;2;57;1.15494
30;28;3;40;3.69476
30;28;4;49;2.52341
30;28;5;73;0.865168
30;28;6;55;0.827668
30;28;7;48;1.86577
30;28;8;53;3.02973
30;28;9;62;0.796197
30;28;10;59;0.947711
30;29;1;62;25.8368
30;29;2;55;7.41074
30;29;3;45;13.0823
30;29;4;54;30.8181
30;29;5;53;22.4813
30;29;6;43;4.51255
30;29;7;41;10.9804
30;29;8;50;14.8048
30;29;9;52;18.0687
30;29;10;51;4.15395
30;30;1;40;5.00998
30;30;2;65;9.31372
30;30;3;53;4.67829
30;30;4;50;4.35696
30;30;5;52;8.7123
30;30;6;54;6.20321
30;30;7;63;4.58601
30;30;8;40;15.8605
30;30;9;44;20.0831
30;30;10;43;4.62736
30;31;1;43;3.45043
30;31;2;63;4.5987
30;31;3;58;4.34519
30;31;4;50;4.15604
30;31;5;48;7.40149
30;31;6;53;5.22123
30;31;7;61;5.15844
30;31;8;58;5.22015
30;31;9;46;5.22353
30;31;10;49;4.28792
30;32;1;61;2.56269
30;32;2;60;3.71268
30;32;3;57;4.02395
30;32;4;68;3.65666
30;32;5;54;5.55218
30;32;6;44;3.36413
30;32;7;35;1.22778
30;32;8;54;3.53562
30;32;9;65;3.48026
30;32;10;51;1.58815
30;33;1;62;0.580813
30;33;2;53;0.673286
30;33;3;42;0.704853
30;33;4;76;0.703011
30;33;5;43;0.659773
30;33;6;52;0.732957
30;33;7;58;0.692839
30;33;8;47;0.923659
30;33;9;55;0.696717
30;33;10;48;0.623036
30;34;1;63;0.692022
30;34;2;42;0.602067
30;34;3;64;0.601206
30;34;4;67;0.519013
30;34;5;59;1.00352
30;34;6;51;0.650903
30;34;7;54;0.599442
30;34;8;50;0.515063
30;34;9;60;0.657185
30;34;10;47;0.818734
30;35;1;57;0.841408
30;35;2;53;0.768282
30;35;3;60;0.766962
30;35;4;48;0.699291
30;35;5;60;0.647969
30;35;6;56;0.525529
30;35;7;59;0.512225
30;35;8;63;1.1725
30;35;9;58;0.499789
30;35;10;55;0.681427
30;36;1;66;0.712184
30;36;2;44;0.944501
30;36;3;61;0.640843
30;36;4;59;0.977983
30;36;5;64;0.757088
30;36;6;46;0.725465
30;36;7;56;0.672009
30;36;8;63;0.847953
30;36;9;59;0.666852
30;36;10;59;0.662031
30;37;1;46;1.4494
30;37;2;49;1.16982
30;37;3;52;1.60561
30;37;4;62;1.59379
30;37;5;59;0.842498
30;37;6;50;0.917453
30;37;7;54;0.912557
30;37;8;57;1.26727
30;37;9;46;0.953272
30;37;10;60;0.925652
30;38;1;46;0.987323
30;38;2;50;1.32999
30;38;3;53;1.23865
30;38;4;56;0.912421
30;38;5;62;0.951171
30;38;6;63;1.02746
30;38;7;63;1.41896
30;38;8;53;0.943697
30;38;9;56;1.46155
30;38;10;57;0.840016
30;39;1;55;1.23872
30;39;2;54;1.04969
30;39;3;53;1.21434
30;39;4;53;1.70625
30;39;5;55;1.05402
30;39;6;60;1.20164
30;39;7;49;1.30828
30;39;8;67;1.57565
30;39;9;58;0.774719
30;39;10;58;1.18026
30;40;1;51;1.20709
30;40;2;56;1.4671
30;40;3;57;1.43341
30;40;4;57;1.31646
30;40;5;65;1.15795
30;40;6;60;0.924823
30;40;7;46;1.10054
30;40;8;57;1.26334
30;40;9;64;1.15742
30;40;10;51;0.969895
30;41;1;50;1.89299
30;41;2;49;1.36049
30;41;3;59;3.3839
30;41;4;47;2.13512
30;41;5;63;2.24181
30;41;6;65;0.705245
30;41;7;56;0.662032
30;41;8;55;0.777248
30;41;9;69;0.726231
30;41;10;59;0.743653
30;42;1;58;0.753707
30;42;2;47;0.751123
30;42;3;54;0.849841
30;42;4;42;0.832335
30;42;5;52;0.820409
30;42;6;58;2.02073
30;42;7;65;1.47544
30;42;8;67;1.03854
30;42;9;59;0.826528
30;42;10;75;1.60292
30;43;1;53;0.635018
30;43;2;43;0.777143
30;43;3;55;0.777584
30;43;4;67;1.35728
30;43;5;62;0.930314
30;43;6;56;0.576671
30;43;7;52;0.775624
30;43;8;62;0.527861
30;43;9;56;0.793958
30;43;10;59;1.02246
30;44;1;50;0.778219
30;44;2;54;0.784155
30;44;3;51;0.805583
30;44;4;57;0.48822
30;44;5;55;0.8344
30;44;6;56;0.526653
30;44;7;42;0.764211
30;44;8;49;0.765705
30;44;9;64;0.470228
30;44;10;63;0.605595
30;45;1;53;8.38234
30;45;2;63;2.57822
30;45;3;57;2.73681
30;45;4;59;2.79566
30;45;5;58;3.13918
30;45;6;70;7.7163
30;45;7;72;3.4981
30;45;8;65;8.4552
30;45;9;50;4.92113
30;45;10;58;3.67415
30;46;1;58;3.08165
30;46;2;64;1.58836
30;46;3;64;6.6451
30;46;4;60;2.45282
30;46;5;56;3.20515
30;46;6;56;4.59002
30;46;7;47;1.92156
30;46;8;55;2.09196
30;46;9;45;3.1673
30;46;10;46;5.07037
30;47;1;58;1.62843
30;47;2;59;4.16586
30;47;3;55;1.65719
30;47;4;48;1.65407
30;47;5;44;2.9585
30;47;6;50;3.1027
30;47;7;60;4.25584
30;47;8;48;1.75562
30;47;9;65;2.4268
30;47;10;57;4.23442
30;48;1;63;0.761118
30;48;2;54;0.941325
30;48;3;50;1.62395
30;48;4;57;1.30901
30;48;5;58;1.47101
30;48;6;58;1.25512
30;48;7;55;2.11698
30;48;8;44;2.35062
30;48;9;59;1.82492
30;48;10;54;2.50766
