nb;Param;Instance;solution;time
90;26;10;93;0
90;27;1;96;0
90;27;2;86;0
90;27;3;101;0
90;27;4;81;0
90;27;5;101;1e-06
90;27;6;89;0
90;27;7;80;1e-06
90;27;8;72;0
90;27;9;89;1e-06
90;27;10;97;0
90;28;1;80;1e-06
90;28;2;76;1e-06
90;28;3;86;1e-06
90;28;4;78;1e-06
90;28;5;88;0
90;28;6;102;0
90;28;7;97;0
90;28;8;110;1e-06
90;28;9;120;1e-06
90;28;10;68;1e-06
90;29;1;169;0
90;29;2;157;0
90;29;3;174;1e-06
90;29;4;171;1e-06
90;29;5;147;0
90;29;6;143;0
90;29;7;198;1e-06
90;29;8;179;1e-06
90;29;9;148;1e-06
90;29;10;158;1e-06
90;30;1;104;0
90;30;2;85;1e-06
90;30;3;111;0
90;30;4;107;1e-06
90;30;5;94;0
90;30;6;94;0
90;30;7;99;0
90;30;8;95;1e-06
90;30;9;113;1e-06
90;30;10;95;0
90;31;1;82;0
90;31;2;74;0
90;31;3;106;1e-06
90;31;4;81;1e-06
90;31;5;84;0
90;31;6;87;1e-06
90;31;7;98;1e-06
90;31;8;85;0
90;31;9;72;0
90;31;10;113;1e-06
90;32;1;78;1e-06
90;32;2;78;0
90;32;3;89;1e-06
90;32;4;104;1e-06
90;32;5;93;0
90;32;6;86;1e-06
90;32;7;87;1e-06
90;32;8;79;0
90;32;9;95;0
90;32;10;91;0
90;33;1;108;1e-06
90;33;2;139;1e-06
90;33;3;133;0
90;33;4;97;1e-06
90;33;5;123;0
90;33;6;110;0
90;33;7;111;1e-06
90;33;8;121;0
90;33;9;107;0
90;33;10;124;1e-06
90;34;1;86;0
90;34;2;89;1e-06
90;34;3;83;0
90;34;4;89;1e-06
90;34;5;91;0
90;34;6;93;1e-06
90;34;7;100;0
90;34;8;92;1e-06
90;34;9;114;0
90;34;10;101;1e-06
90;35;1;104;1e-06
90;35;2;92;1e-06
90;35;3;96;0
90;35;4;91;1e-06
90;35;5;105;1e-06
90;35;6;83;1e-06
90;35;7;78;0
90;35;8;85;1e-06
90;35;9;78;0
90;35;10;84;1e-06
90;36;1;97;0
90;36;2;114;1e-06
90;36;3;84;0
90;36;4;79;2e-06
90;36;5;98;3e-06
90;36;6;99;1e-06
90;36;7;89;1e-06
90;36;8;84;0
90;36;9;102;0
90;36;10;109;0
90;37;1;129;1e-06
90;37;2;134;0
90;37;3;158;0
90;37;4;150;1e-06
90;37;5;157;3e-06
90;37;6;149;1e-06
90;37;7;157;1e-06
90;37;8;139;1e-06
90;37;9;151;1e-06
90;37;10;163;2e-06
90;38;1;96;1e-06
90;38;2;95;1e-06
90;38;3;100;0
90;38;4;99;0
90;38;5;100;1e-06
90;38;6;100;1e-06
90;38;7;91;1e-06
90;38;8;106;1e-06
90;38;9;108;1e-06
90;38;10;111;1e-06
90;39;1;108;1e-06
90;39;2;122;1e-06
90;39;3;89;1e-06
90;39;4;89;1e-06
90;39;5;94;0
90;39;6;105;1e-06
90;39;7;86;0
90;39;8;90;0
90;39;9;83;0
90;39;10;101;0
90;40;1;95;1e-06
90;40;2;91;0
90;40;3;77;1e-06
90;40;4;106;1e-06
90;40;5;92;0
90;40;6;86;0
90;40;7;87;1e-06
90;40;8;79;0
90;40;9;98;0
90;40;10;86;1e-06
90;41;1;163;1e-06
90;41;2;194;0
90;41;3;182;0
90;41;4;181;0
90;41;5;149;0
90;41;6;167;1e-06
90;41;7;192;1e-06
90;41;8;188;1e-06
90;41;9;150;1e-06
90;41;10;180;1e-06
90;42;1;117;1e-06
90;42;2;121;0
90;42;3;106;0
90;42;4;109;1e-06
90;42;5;117;1e-06
90;42;6;101;1e-06
90;42;7;98;0
90;42;8;110;0
90;42;9;97;0
90;42;10;100;1e-06
90;43;1;110;2e-06
90;43;2;95;3e-06
90;43;3;104;1e-06
90;43;4;96;0
90;43;5;99;1e-06
90;43;6;117;0
90;43;7;95;0
90;43;8;110;1e-06
90;43;9;99;1e-06
90;43;10;103;0
90;44;1;100;0
90;44;2;92;1e-06
90;44;3;110;1e-06
90;44;4;89;3e-06
90;44;5;84;1e-06
90;44;6;96;0
90;44;7;93;1e-06
90;44;8;99;0
90;44;9;96;1e-06
90;44;10;86;0
90;45;1;172;2e-06
90;45;2;171;1e-06
90;45;3;183;1e-06
90;45;4;163;1e-06
90;45;5;209;1e-06
90;45;6;210;0
90;45;7;156;0
90;45;8;194;1e-06
90;45;9;182;0
90;45;10;193;1e-06
90;46;1;119;0
90;46;2;110;0
90;46;3;129;1e-06
90;46;4;112;0
90;46;5;99;1e-06
90;46;6;94;1e-06
90;46;7;102;1e-06
90;46;8;110;1e-06
90;46;9;102;1e-06
90;46;10;118;1e-06
90;47;1;86;0
90;47;2;98;0
90;47;3;111;0
90;47;4;98;1e-06
90;47;5;95;1e-06
90;47;6;109;0
90;47;7;101;0
90;47;8;100;1e-06
90;47;9;89;0
90;47;10;70;0
90;48;1;83;0
90;48;2;89;0
90;48;3;86;1e-06
90;48;4;91;1e-06
90;48;5;75;1e-06
90;48;6;114;0
90;48;7;103;1e-06
90;48;8;74;0
90;48;9;89;1e-06
90;48;10;93;1e-06
120;1;1;121;0
120;1;2;130;0
120;1;3;138;1e-06
120;1;4;110;0
120;1;5;128;1e-06
120;1;6;100;0
120;1;7;140;1e-06
120;1;8;122;1e-06
120;1;9;138;1e-06
120;1;10;143;1e-06
120;2;1;102;0
120;2;2;95;0
120;2;3;122;1e-06
120;2;4;105;1e-06
120;2;5;127;1e-06
120;2;6;112;0
120;2;7;111;1e-06
120;2;8;103;1e-06
120;2;9;108;1e-06
120;2;10;118;0
120;3;1;88;1e-06
120;3;2;93;0
120;3;3;109;0
120;3;4;78;1e-06
120;3;5;94;1e-06
120;3;6;108;0
120;3;7;102;1e-06
120;3;8;93;0
120;3;9;89;1e-06
120;3;10;106;0
120;4;1;83;0
120;4;2;115;0
120;4;3;98;3e-06
120;4;4;86;1e-06
120;4;5;83;1e-06
120;4;6;97;1e-06
120;4;7;90;0
120;4;8;91;0
120;4;9;85;0
120;4;10;87;0
120;5;1;92;1e-06
120;5;2;86;1e-06
120;5;3;76;0
120;5;4;101;2e-06
120;5;5;79;1e-06
120;5;6;93;0
120;5;7;84;0
120;5;8;89;0
120;5;9;119;1e-06
120;5;10;105;1e-06
120;6;1;177;1e-06
120;6;2;169;1e-06
120;6;3;168;1e-06
120;6;4;198;1e-06
120;6;5;149;0
120;6;6;197;1e-06
120;6;7;210;1.7e-05
120;6;8;207;1e-06
120;6;9;210;0
120;6;10;206;0
120;7;1;123;0
120;7;2;142;1e-06
120;7;3;131;2e-06
120;7;4;135;0
120;7;5;150;1e-06
120;7;6;154;0
120;7;7;148;0
120;7;8;117;0
120;7;9;114;1e-06
120;7;10;135;0
120;8;1;120;3e-06
120;8;2;128;1e-06
120;8;3;124;0
120;8;4;127;2e-06
120;8;5;129;1e-06
120;8;6;116;1e-06
120;8;7;102;0
120;8;8;100;1e-06
120;8;9;109;0
120;8;10;106;1e-06
120;9;1;109;0
120;9;2;101;0
120;9;3;102;1e-06
120;9;4;108;3e-06
120;9;5;119;1e-06
120;9;6;117;3e-06
120;9;7;88;2e-06
120;9;8;89;2e-06
120;9;9;104;0
120;9;10;101;1e-06
120;10;1;122;2e-06
120;10;2;106;2e-06
120;10;3;110;0
120;10;4;111;2e-06
120;10;5;107;1e-06
120;10;6;95;0
120;10;7;94;0
120;10;8;124;1e-06
120;10;9;84;0
120;10;10;78;0
120;11;1;200;0
120;11;2;188;1e-06
120;11;3;239;0
120;11;4;239;1e-06
120;11;5;252;1e-06
120;11;6;266;0
120;11;7;189;1e-06
120;11;8;188;1e-06
120;11;9;200;0
120;11;10;216;0
120;12;1;165;1e-06
120;12;2;132;1e-06
120;12;3;155;1e-06
120;12;4;144;1e-06
120;12;5;195;0
120;12;6;144;1e-06
120;12;7;141;1e-06
120;12;8;139;1e-06
120;12;9;120;1e-06
120;12;10;161;1e-06
120;13;1;145;1e-06
120;13;2;101;1e-06
120;13;3;155;0
120;13;4;127;0
120;13;5;105;0
120;13;6;119;1e-06
120;13;7;124;0
120;13;8;120;1e-06
120;13;9;106;1e-06
120;13;10;113;0
120;14;1;109;1e-06
120;14;2;112;0
120;14;3;101;1e-06
120;14;4;113;1e-06
120;14;5;115;2e-06
120;14;6;105;1e-06
120;14;7;108;1e-06
120;14;8;132;1e-06
120;14;9;104;0
120;14;10;89;0
120;15;1;86;1e-06
120;15;2;89;0
120;15;3;100;1e-06
120;15;4;102;1e-06
120;15;5;96;1e-06
120;15;6;102;0
120;15;7;85;3e-06
120;15;8;128;1e-06
120;15;9;110;1e-06
120;15;10;105;0
120;16;1;223;3e-06
120;16;2;275;1e-06
120;16;3;267;0
120;16;4;232;0
120;16;5;230;0
120;16;6;239;0
120;16;7;215;0
120;16;8;230;0
120;16;9;230;0
120;16;10;248;1e-06
120;17;1;156;0
120;17;2;140;1e-06
120;17;3;126;0
120;17;4;141;0
120;17;5;159;1e-06
120;17;6;154;1e-06
120;17;7;167;1e-06
120;17;8;145;1e-06
120;17;9;163;1e-06
120;17;10;157;1e-06
120;18;1;151;1e-06
120;18;2;148;1e-06
120;18;3;118;0
120;18;4;124;1e-06
120;18;5;138;1e-06
120;18;6;152;0
120;18;7;146;1e-06
120;18;8;119;0
120;18;9;105;0
120;18;10;124;0
120;19;1;105;0
120;19;2;92;1e-06
120;19;3;95;1e-06
120;19;4;125;1e-06
120;19;5;120;0
120;19;6;111;0
120;19;7;106;2e-06
120;19;8;109;1e-06
120;19;9;105;1e-06
120;19;10;95;0
120;20;1;106;2e-06
120;20;2;117;4e-06
120;20;3;93;1e-06
120;20;4;93;0
120;20;5;78;3e-06
120;20;6;90;1e-06
120;20;7;84;0
120;20;8;128;2e-06
120;20;9;97;1e-06
120;20;10;93;0
120;21;1;134;1e-06
120;21;2;130;1e-06
120;21;3;161;2e-06
120;21;4;151;1e-06
120;21;5;134;0
120;21;6;135;1e-06
120;21;7;127;3e-06
120;21;8;151;1e-06
120;21;9;131;1e-06
120;21;10;124;1e-06
120;22;1;120;0
120;22;2;120;0
120;22;3;122;1e-06
120;22;4;101;0
120;22;5;111;0
120;22;6;117;1e-06
120;22;7;149;0
120;22;8;116;1e-06
120;22;9;132;1e-06
120;22;10;91;1e-06
120;23;1;112;0
120;23;2;132;0
120;23;3;100;1e-06
120;23;4;116;1e-06
120;23;5;107;0
120;23;6;121;0
120;23;7;118;1e-06
120;23;8;111;0
120;23;9;132;0
120;23;10;119;0
120;24;1;99;1e-06
120;24;2;95;0
120;24;3;93;1e-06
120;24;4;112;2e-06
120;24;5;94;1e-06
120;24;6;107;1e-06
120;24;7;119;0
120;24;8;110;0
120;24;9;90;0
120;24;10;93;0
120;25;1;88;1e-06
120;25;2;116;1e-06
120;25;3;101;1e-06
120;25;4;122;1e-06
120;25;5;100;1e-06
120;25;6;102;0
120;25;7;98;0
120;25;8;91;1e-06
120;25;9;100;0
120;25;10;95;1e-06
120;26;1;207;0
120;26;2;200;1e-06
120;26;3;215;1e-06
120;26;4;227;1e-06
120;26;5;187;1e-06
120;26;6;220;1e-06
120;26;7;213;1e-06
120;26;8;228;1e-06
120;26;9;214;0
120;26;10;242;0
120;27;1;128;0
120;27;2;134;0
120;27;3;164;1e-06
120;27;4;138;1e-06
120;27;5;138;1e-06
120;27;6;187;0
120;27;7;166;1e-06
120;27;8;173;0
120;27;9;148;3e-06
120;27;10;139;4e-06
120;28;1;129;1e-06
120;28;2;127;2e-06
120;28;3;133;2e-06
120;28;4;140;2e-06
120;28;5;109;3e-06
120;28;6;125;2e-06
120;28;7;134;2e-06
120;28;8;123;2e-06
120;28;9;117;3e-06
120;28;10;151;2e-06
120;29;1;118;1e-06
120;29;2;105;1e-06
120;29;3;118;3e-06
120;29;4;92;1e-06
120;29;5;117;0
120;29;6;108;2e-06
120;29;7;100;1e-06
120;29;8;94;0
120;29;9;106;4e-06
120;29;10;107;1e-06
120;30;1;112;0
120;30;2;119;0
120;30;3;113;0
120;30;4;92;0
120;30;5;101;0
120;30;6;91;0
120;30;7;114;0
120;30;8;88;1e-06
120;30;9;100;0
120;30;10;93;0
120;31;1;240;1e-06
120;31;2;226;2e-06
120;31;3;217;1e-06
120;31;4;257;0
120;31;5;253;0
120;31;6;220;1e-06
120;31;7;244;1e-06
120;31;8;233;1e-06
120;31;9;224;1e-06
120;31;10;279;0
120;32;1;168;1e-06
120;32;2;157;1e-06
120;32;3;181;0
120;32;4;166;0
120;32;5;160;3e-06
120;32;6;156;1e-06
120;32;7;155;2e-06
120;32;8;161;1e-06
120;32;9;147;0
120;32;10;162;2e-06
120;33;1;141;2e-06
120;33;2;133;1e-06
120;33;3;135;2e-06
120;33;4;132;2e-06
120;33;5;174;1e-06
120;33;6;140;2e-06
120;33;7;147;3e-06
120;33;8;134;2e-06
120;33;9;139;1e-06
120;33;10;123;1e-06
120;34;1;96;0
120;34;2;130;1e-06
120;34;3;119;0
120;34;4;114;0
120;34;5;119;1e-06
120;34;6;126;1e-06
120;34;7;119;0
120;34;8;109;1e-06
120;34;9;104;1e-06
120;34;10;116;1e-06
120;35;1;88;1e-06
120;35;2;135;0
120;35;3;93;0
120;35;4;122;1e-06
120;35;5;113;1e-06
120;35;6;97;1e-06
120;35;7;108;0
120;35;8;112;1e-06
120;35;9;105;0
120;35;10;93;1e-06
120;36;1;238;0
120;36;2;261;0
120;36;3;268;0
120;36;4;291;1e-06
120;36;5;263;0
120;36;6;274;1e-06
120;36;7;238;1e-06
120;36;8;198;1e-06
120;36;9;268;1e-06
120;36;10;254;1e-06
120;37;1;169;0
120;37;2;164;0
120;37;3;167;1e-06
120;37;4;185;0
120;37;5;231;1e-06
120;37;6;205;1e-06
120;37;7;181;1e-06
120;37;8;208;0
120;37;9;169;1e-06
120;37;10;154;1e-06
120;38;1;135;1e-06
120;38;2;147;1e-06
120;38;3;172;1e-06
120;38;4;175;1e-06
120;38;5;126;1e-06
120;38;6;138;0
120;38;7;133;0
120;38;8;144;1e-06
120;38;9;163;1e-06
120;38;10;160;0
120;39;1;120;0
120;39;2;134;1e-06
120;39;3;132;0
120;39;4;115;0
120;39;5;120;0
120;39;6;115;1e-06
120;39;7;116;0
120;39;8;113;0
120;39;9;108;1e-06
120;39;10;135;1e-06
120;40;1;91;0
120;40;2;105;0
120;40;3;107;1e-06
120;40;4;124;0
120;40;5;109;1e-06
120;40;6;98;0
120;40;7;99;0
120;40;8;104;0
120;40;9;132;0
120;40;10;117;0
120;41;1;143;1e-06
120;41;2;164;0
120;41;3;156;1e-06
120;41;4;135;1e-06
120;41;5;150;0
120;41;6;131;0
120;41;7;132;1e-06
120;41;8;158;0
120;41;9;160;0
120;41;10;152;0
120;42;1;140;1e-06
120;42;2;142;0
120;42;3;124;1e-06
120;42;4;134;0
120;42;5;148;0
120;42;6;136;1e-06
120;42;7;140;1e-06
120;42;8;139;0
120;42;9;129;1e-06
120;42;10;133;1e-06
120;43;1;116;1e-06
120;43;2;130;1e-06
120;43;3;109;0
120;43;4;124;1e-06
120;43;5;118;1e-06
120;43;6;109;0
120;43;7;138;1e-06
120;43;8;125;0
120;43;9;113;0
120;43;10;132;0
120;44;1;111;0
120;44;2;120;1e-06
120;44;3;114;1e-06
120;44;4;103;1e-06
120;44;5;105;1e-06
120;44;6;113;1e-06
120;44;7;104;1e-06
120;44;8;120;1e-06
120;44;9;95;0
120;44;10;113;1e-06
120;45;1;112;1e-06
120;45;2;97;1e-06
120;45;3;109;1e-06
120;45;4;106;0
120;45;5;124;0
120;45;6;126;0
120;45;7;108;1e-06
120;45;8;106;0
120;45;9;116;1e-06
120;45;10;102;1e-06
120;46;1;253;1e-06
120;46;2;257;1e-06
120;46;3;214;1e-06
120;46;4;222;1e-06
120;46;5;187;0
120;46;6;219;0
120;46;7;225;1e-06
120;46;8;214;0
120;46;9;200;0
120;46;10;230;1e-06
120;47;1;185;0
120;47;2;157;1e-06
120;47;3;153;1e-06
120;47;4;153;0
120;47;5;152;1e-06
120;47;6;166;0
120;47;7;146;0
120;47;8;167;5e-06
120;47;9;170;1e-06
120;47;10;162;0
120;48;1;121;1e-06
120;48;2;128;1e-06
120;48;3;143;0
120;48;4;154;1e-06
120;48;5;128;1e-06
120;48;6;126;1e-06
120;48;7;127;1e-06
120;48;8;145;0
120;48;9;134;1e-06
120;48;10;142;1e-06
