nb;Param;Instance;solution;time
30;26;7;56;0.169658
30;26;8;63;0.17746
30;26;9;41;0.129509
30;26;10;47;0.363076
30;27;1;43;0.15002
30;27;2;58;0.163207
30;27;3;60;0.135752
30;27;4;64;0.203088
30;27;5;49;0.148299
30;27;6;59;1.26432
30;27;7;46;0.211093
30;27;8;66;0.169887
30;27;9;55;0.21058
30;27;10;62;0.145348
30;28;1;69;1.68358
30;28;2;57;0.14301
30;28;3;40;0.096788
30;28;4;49;0.140417
30;28;5;73;0.213986
30;28;6;55;0.182272
30;28;7;48;0.131889
30;28;8;53;0.146073
30;28;9;62;0.321778
30;28;10;59;0.142075
30;29;1;62;1.80704
30;29;2;55;7.72671
30;29;3;45;6.19709
30;29;4;54;8.19862
30;29;5;53;7.48119
30;29;6;43;8.86706
30;29;7;41;7.7412
30;29;8;50;6.98937
30;29;9;52;8.14473
30;29;10;51;4.15944
30;30;1;40;0.182043
30;30;2;65;0.291112
30;30;3;53;0.222902
30;30;4;50;0.275031
30;30;5;52;2.21548
30;30;6;54;0.295888
30;30;7;63;8.42313
30;30;8;40;0.177499
30;30;9;44;0.177397
30;30;10;43;0.156744
30;31;1;43;0.134792
30;31;2;63;0.152847
30;31;3;58;0.196693
30;31;4;50;0.120182
30;31;5;48;0.462694
30;31;6;53;0.196338
30;31;7;61;0.307223
30;31;8;58;0.226518
30;31;9;46;1.52527
30;31;10;49;0.259639
30;32;1;61;0.180183
30;32;2;60;0.295989
30;32;3;57;0.330947
30;32;4;68;0.322448
30;32;5;54;0.172821
30;32;6;44;0.147024
30;32;7;35;0.121869
30;32;8;54;0.162238
30;32;9;65;0.237713
30;32;10;51;0.167908
30;33;1;62;0.136321
30;33;2;53;0.115888
30;33;3;42;0.11082
30;33;4;76;0.142295
30;33;5;43;0.139477
30;33;6;52;0.115895
30;33;7;58;0.11531
30;33;8;47;0.113946
30;33;9;55;0.150055
30;33;10;48;0.110821
30;34;1;63;0.128227
30;34;2;42;0.104568
30;34;3;64;0.13905
30;34;4;67;0.1241
30;34;5;59;0.136625
30;34;6;51;0.10679
30;34;7;54;0.104136
30;34;8;50;0.103234
30;34;9;60;0.107638
30;34;10;47;0.112735
30;35;1;57;0.121217
30;35;2;53;0.128665
30;35;3;60;0.094623
30;35;4;48;0.106187
30;35;5;60;0.107593
30;35;6;56;0.123341
30;35;7;59;0.116807
30;35;8;63;0.133552
30;35;9;58;0.12708
30;35;10;55;0.11103
30;36;1;66;0.126378
30;36;2;44;0.104413
30;36;3;61;0.102893
30;36;4;59;0.112402
30;36;5;64;0.113107
30;36;6;46;0.101393
30;36;7;56;0.11677
30;36;8;63;0.106263
30;36;9;59;0.126134
30;36;10;59;0.112414
30;37;1;46;1.219
30;37;2;49;0.975672
30;37;3;52;1.0877
30;37;4;62;0.252496
30;37;5;59;6.57642
30;37;6;50;0.208719
30;37;7;54;1.89242
30;37;8;57;1.42649
30;37;9;46;0.816699
30;37;10;60;0.151491
30;38;1;46;0.134695
30;38;2;50;0.129699
30;38;3;53;0.178086
30;38;4;56;0.187878
30;38;5;62;0.151095
30;38;6;63;0.158354
30;38;7;63;0.135595
30;38;8;53;0.204821
30;38;9;56;0.218231
30;38;10;57;0.209306
30;39;1;55;0.138724
30;39;2;54;0.194337
30;39;3;53;0.160235
30;39;4;53;0.144534
30;39;5;55;0.122315
30;39;6;60;0.144102
30;39;7;49;0.113769
30;39;8;67;0.167026
30;39;9;58;0.13662
30;39;10;58;0.136906
30;40;1;51;0.182815
30;40;2;56;0.130654
30;40;3;57;0.117312
30;40;4;57;0.171016
30;40;5;65;0.148316
30;40;6;60;0.125932
30;40;7;46;0.177491
30;40;8;57;0.163162
30;40;9;64;0.151247
30;40;10;51;0.146964
30;41;1;50;6.80438
30;41;2;49;1.41855
30;41;3;59;1.60001
30;41;4;47;4.92237
30;41;5;65.7778;8.47075
30;41;6;65;5.34553
30;41;7;56;2.27315
30;41;8;55;6.84517
30;41;9;69;5.86417
30;41;10;59;8.43265
30;42;1;58;0.203518
30;42;2;47;0.192632
30;42;3;54;0.22724
30;42;4;42;0.155939
30;42;5;52;0.174611
30;42;6;58;0.215773
30;42;7;65;0.273162
30;42;8;67;0.222503
30;42;9;59;1.59549
30;42;10;75;0.231095
30;43;1;53;0.193079
30;43;2;43;0.116893
30;43;3;55;0.214751
30;43;4;67;0.671394
30;43;5;62;0.214372
30;43;6;56;0.150737
30;43;7;52;0.147236
30;43;8;62;0.467599
30;43;9;56;0.141267
30;43;10;59;0.189735
30;44;1;50;0.119431
30;44;2;54;0.326478
30;44;3;51;0.161789
30;44;4;57;0.148647
30;44;5;55;0.183782
30;44;6;56;0.128096
30;44;7;42;0.140445
30;44;8;49;0.131277
30;44;9;64;0.17435
30;44;10;63;0.16729
30;45;1;53;6.75465
30;45;2;63;4.85261
30;45;3;57;7.42356
30;45;4;59;7.02588
30;45;5;58;5.3429
30;45;6;70;9.80136
30;45;7;72;6.99701
30;45;8;65;4.53818
30;45;9;50;6.86847
30;45;10;58.1053;6.32955
30;46;1;58;0.351185
30;46;2;64;0.31462
30;46;3;64;0.826786
30;46;4;60;0.298208
30;46;5;56;0.305303
30;46;6;56;6.49664
30;46;7;47;6.02359
30;46;8;55;6.38352
30;46;9;45;0.182073
30;46;10;46;0.263368
30;47;1;58;0.265978
30;47;2;59;0.249146
30;47;3;55;0.283349
30;47;4;48;0.39981
30;47;5;44;0.164026
30;47;6;50;0.192775
30;47;7;60;0.209161
30;47;8;48;0.173126
30;47;9;65;1.17943
30;47;10;57;0.381825
30;48;1;63;0.120996
30;48;2;54;0.120158
30;48;3;50;0.144988
30;48;4;57;0.168301
30;48;5;58;0.266735
30;48;6;58;0.228822
30;48;7;55;0.242808
30;48;8;44;0.197366
30;48;9;59;0.189401
30;48;10;54;0.16331
